Année;Lieux;Discipline;Championnat;Code_Course;Catégorie;Embarcation;Distance;Finale;Position;Temps;Moyenne_Ergo_Bateau;Club1;Club2;Club3;Club4;Rameur1;Rameur2;Rameur3;Rameur4;Rameur5;Rameur6;Rameur7;Rameur8;Barreur
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4-;SENIORS;SF4-;6000;FA;3.0;24:48.95;07:42.15;UNION SPORTIVE DE TOUL AVIRON;;;;LUCIE MARC;NATHALIE DELOGE BARBE;CECILE DUBUISSON;SANDIE WEBER;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FA;1.0;22:16.04;07:12.75;SOCIETE D'ENCOURAGEMENT DU SPORT NAUTIQUE;;;;CLARA NOURY;MANON PELETER-ROYO;HELENE LEFEBVRE;ELODIE RAVERA;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FA;2.0;22:59.21;07:40.85;ANGERS NAUTIQUE AVIRON;;;;OMBELINE POTTIER;MARION FAURE;MARILOU LAMOTTE;ESMERALDA BERTIN;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FA;3.0;23:20.22;;ROWING CLUB MARSEILLE;;;;MAXENCE DUPUIS;MARIE FALL;CAMILLE MARION-VERNOUX;PAULINE DENIS;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FA;4.0;23:44.30;;SOCIETE NAUTIQUE D'AVIGNON;;;;ILONA JARMASSON;UNA CLEAR;NOELIE MARQUIS;ADELINE MENDOZA-CAPIAN;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FA;5.0;23:50.08;;CERCLE NAUTIQUE DE TALLOIRES;;;;EMMANUELLE BERGERET-ARMATAFFET;JULIE PORTIER;LAURENCE HOURDEL;EMMA LYARET;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FA;6.0;23:55.19;07:40.27;CHABLAIS AVIRON THONON;;;;ELSA PFAIFER;MARILYNE GENTIN;CINDY PELLEGRINO;ANNE-LAURE ROGER;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FB;7.0;24:26.89;07:56.83;SOCIETE NAUTIQUE DE LA CIOTAT;;;;LYNA HAMDI;NORAH PEETERS;LEA PICAT;NATHALIE PICAT;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FB;8.0;24:45.21;;ASSOCIATON SPORTIVE DE GERARDMER;;;;MANON MANSUY;LILY RUAUX;CLOTHILDE RUAUX;EVA SIRETAS;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FB;9.0;25:02.10;;CERCLE DE L'AVIRON DE MARSEILLE;;;;JULIE BACHELIER;AURELIE KHANFIR;CAROLINE VITALI;ELSA BACHELIER;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FB;10.0;25:26.11;;CLUB NAUTIQUE DE LIBOURNE 1876;;;;JUSTINE DENIAUD;JUSTINE HOURDILLE;ORIANE MANES;LAURA PIALLEPORT;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FB;11.0;25:48.10;;SOCIETE DES REGATES RENNAISES;;;;LENAIG GUEROUT;ANNE-LAURE LARATTE;MORGANE LETESSIER;CAROLINE HANS;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FB;12.0;25:59.16;08:09.35;CERCLE DE L'AVIRON DE CHALON SUR SAONE;;;;MAGALI HACK;MARIE MAZIERE;EMELINE BERGER;CHARLOTTE VACELET;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x;SENIORS;SF4x;6000;FC;13.0;27:11.69;;UNIVERSITE DE NANTES AVIRON;;;;MARINE AUSSEUR;MARIE-CLAIRE SEPTIER;AURELIE PARPAILLON;CHLOÉ MALIE;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x FFSU;UNIVERSITAIRE;SF4x;6000;FA;1.0;26:55.55;;POLE LEONARD DE VINCI;;;;PHILIPPINE ROY;LAURELINE JOUSSET-JEAN-THOMAS;MARGAUX GIRONA;LISE CHAPARD;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF4x FFSU;UNIVERSITAIRE;SF4x;6000;FA;2.0;27:43.55;;CENTRALE NANTES;;;;MAELYS NORMAND;KLERVI LEONARD;JULIE DONG;NOA BESNIER;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+;SENIORS;SF8+;6000;FA;1.0;21:40.09;07:12.75;SOCIETE D'ENCOURAGEMENT DU SPORT NAUTIQUE;;;;ELODIE RAVERA;LAURA FAU;HELENE LEFEBVRE;ADELE BROSSE;MANON PELETER-ROYO;CLARA NOURY;PAULINE LOTTI;LOUISE MASURE;MAIWENN DUMONT
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+;SENIORS;SF8+;6000;FA;2.0;22:27.90;07:49.67;ANGERS NAUTIQUE AVIRON;;;;FELICIE FLOCH;MARIE SALAT;LILOU MALECOT;LEA RINGUIER;MARION FAURE;OMBELINE POTTIER;MARILOU LAMOTTE;ESMERALDA BERTIN;BERTILLE CASSEREAU
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+;SENIORS;SF8+;6000;FA;3.0;22:41.68;;AVIRON STRASBOURG 1881;;;;DAPHNE BARTHELEMY;JULIE BOULANGER  -MOOSBRUGGER;JEANNE COLIN;CÉLESTE CONTART;ARTEMISE DESVEAUX;SARA DURUPT;LOU GUICHARD;ANNE LATHOUD;TIMEE LEFLEMME
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+;SENIORS;SF8+;6000;FA;4.0;24:12.80;;SOCIETE NAUTIQUE DU PERREUX;;;;JADE AYISSI;LOU DUFOUR;EMMA GOFFINET;CLEMENCE FERNANDES;MATHILDE HOCDE;EDEN ROZIER - HOUARD;CARLA RANVIER;ELYN HAMMACHI;MAITENA MATEUS
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+;SENIORS;SF8+;6000;Finale;;22:48.25;07:30.05;AVIRON VILLENEUVOIS;;;;CAROLINE RIVIERE;PAULINE SOIA;MILLIE BEGUE;CORALIE PASQUET;FLORIANE PASQUET;MANON MASINI;TIPHAINE WALLOIS;JEANNE SERRES;PAULINE COSTE
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+ FFSU;UNIVERSITAIRE;SF8+;6000;FA;1.0;24:50.16;;AGROPARISTECH;;;;ELISA VACHON;ELEONORE SOISSONS;CLEMENCE PAUMOND;CAMILLE NOEL;ALIX LIARD;JADE LE NEILLON-ZHU;CHLOE JUILLARD;MARILOU DAVID;CELINE GORGUET
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+ FFSU;UNIVERSITAIRE;SF8+;6000;FA;2.0;25:25.69;;HEC;;;;LOU TORINEAU;VALENTINE RENDU;AURELIA PFAFFMANN;CLEMENCE PERENCHIO;TARA LEROUX;ELISE DUBUCHE;CAMILLE DARGENT;GUILLEMETTE AUPEPIN;LÉO BURTIN
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+ FFSU;UNIVERSITAIRE;SF8+;6000;FA;3.0;26:15.13;;ESSEC;;;;CHARLOTTE RENAUDIN;LINYAN LEVEQUE;ANAELLE LE DONGE;LUDIVINE DOSSON;CLAIRE DIOT;JULIA DEVREZ;LILOU DEGROOTE;EMMA BARBEAU;JUSTINE BESSON
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+ FFSU;UNIVERSITAIRE;SF8+;6000;FA;4.0;26:25.22;;CENTRALE NANTES;;;;JUDITH TODERO;ANAELLE PASQUET;MAELYS NORMAND;KLERVI LEONARD;INES GARNIER-SONNIER;MARION GANTZER;JULIE DONG;NOA BESNIER;EDGAR LAPIERRE
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SF8+ FFSU;UNIVERSITAIRE;SF8+;6000;FA;5.0;28:25.72;;CENTRALESUPELEC SPORT;;;;ELISE VEYRAT;MARIANNE PRAT;EGLANTINE HOPPENOT;MARIE HOIZEY--CANGIOLONI;MORGANE BUFF;JEANNE GOMEZ-MERCIER;ROMANE PIONG;CAMILLE BARRAL;HÉLOÏSE ROUILLON
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FA;1.0;21:15.15;06:33.75;AVIRON DU PAYS DE FONTAINEBLEAU;;;;ALEXIS FORTIER;AYMERIC FORTIER;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FA;2.0;21:48.00;06:27.80;CERCLE DE L'AVIRON DE CHALON SUR SAONE;;;;ETHAN CHOURAQUI;EMILIEN MANENT;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FA;3.0;21:51.56;;AVIRON CLUB DE LYON-CALUIRE;;;;LÉON PIGNOT DUBOST;MAXENCE TOLLET;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FA;4.0;22:25.83;;CLUB MARIGNANAIS DES SPORTS D'AVIRON;;;;NICOLAS ALIN;CLEMENT FONTA;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FA;5.0;22:39.69;06:32.80;AVIRON UNION NAUTIQUE DE VILLEFRANCHE;;;;LEO DUFOSSE;EDDY COLAS;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FA;6.0;22:48.90;06:31.25;SOCIETE NAUTIQUE DE LA CIOTAT;;;;GUILLAUME BLANC;CORENTIN CARRARA;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FB;7.0;22:52.23;06:54.70;BRESSOLS AVIRON CLUB;;;;MATTHIEU DESDOIT;ROEL KOUWENHOVEN;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FB;8.0;23:04.26;;AVIRON UNION NAUTIQUE DE VILLEFRANCHE;;;;TOM MOULAIRE;VIRGILE LEBRUN;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FB;9.0;23:05.77;06:47.00;AVIRON CLUB DE LYON-CALUIRE;;;;BASTIEN KATUSZYNSKI;HUGO TARSITANO--RENZETTI;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FB;10.0;23:11.61;06:24.20;SOCIETE NAUTIQUE D'AVIGNON;;;;THEO WROBLEWSKI;HUGO LETE;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FB;11.0;23:16.28;;UNIVERSITE DE NANTES AVIRON;;;;DIMITRI BOLTZ;SEBASTIEN JUBE;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FB;12.0;23:27.88;;CERCLE NAUTIQUE DE TALLOIRES;;;;MAXIM LYARET;QUENTIN BIGNARDI;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FC;13.0;23:29.02;;UNIVERSITE DE NANTES AVIRON;;;;ELLIOT LORTET;ANTOINE LIEVRE CORMIER;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FC;14.0;23:42.95;06:19.20;SOCIETE DES REGATES RENNAISES;;;;TOBIAS BOUDON;ANTOINE HENRIO;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FC;15.0;23:46.09;06:42.70;SOCIETE NAUTIQUE D'ENGHIEN;;;;AMAURY BUCAILLE;JAROD MAGNEZ;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FC;16.0;23:55.03;;AVIRON STRASBOURG 1881;;;;GUILLAUME ULRICH;MARTIN LAMY;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FC;17.0;24:16.22;06:52.00;CERCLE DE L'AVIRON DE CHALON SUR SAONE;;;;ALEXIS GOSSELIN;VICTOR BON;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FC;18.0;24:16.44;;ASSOCIATON SPORTIVE DE GERARDMER;;;;ANTHONY PIERREL;RAPHAEL RUAUX;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FD;19.0;24:43.10;;BRESSOLS AVIRON CLUB;;;;HUGO CELEBRIN;LEO PETIT;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FD;20.0;25:00.46;07:06.70;SOCIETE NAUTIQUE DE LA CIOTAT;;;;BAPTISTE MINGAUD;CORENTIN PREVOST;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FD;21.0;25:13.84;07:13.40;UNION SPORTIVE DE MITTERSHEIM;;;;JULES LALLOUETTE;MAXENCE FRANCOIS;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FD;22.0;25:18.03;;SOCIETE NAUTIQUE DE SAUMUR AVIRON;;;;ARTHUR FOURRIER;COME MORILLON;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FD;23.0;25:34.74;07:43.80;AVIRON CLUB PAYS VIENNOIS;;;;JEAN-BASTIEN HUGON;JÉRÉMY VALTIER;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FD;24.0;25:53.04;07:24.60;AVIRON DIJONNAIS;;;;AUGUSTIN MAKOWIECKI;PIERRE PLAGNARD;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FE;25.0;25:59.69;;SOCIETE NAUTIQUE DE L'OISE;;;;BRUNO SEDANO;UGO SUSIN;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FE;26.0;27:01.08;07:46.90;CERCLE D'AVIRON DU CONFLUENT;;;;PIERRE LEMONNIER;CHRISTOPHE CARON;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH2x;SENIORS;SH2x;6000;FE;27.0;27:24.10;;UNIVERSITE DE NANTES AVIRON;;;;SIMON HASSEN;LUDOVIC QUEREAU;;;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FA;1.0;20:09.20;;CLUB DE L'AVIRON DE VICHY;;;;ALEXIS GUERINOT;NICOLAS GILBERT;LOUIS DROISSART;PAUL GUERINOT;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FA;2.0;20:23.23;;SOCIETE DES REGATES MACONNAISES;;;;HUGO DOUSSOT;THOMAS BUSSER;CONSTANT RYNGAERT;ROMAIN GAULTHIER;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FA;3.0;20:56.20;06:47.50;AVIRON BAYONNAIS;;;;TOM MALLET;HIPPOLYTE BATTE;DIEGO COIFFARD DUPREUILH;FLORIAN TOURENNE;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FA;4.0;21:00.33;06:38.75;CERCLE DE L'AVIRON DE MARSEILLE;;;;ALI-AMINE MAITAL;LOUIS PHILIPPE;THOMAS TCHIKNAVORIAN;ARNAUD BOUDRANDI-SAJ;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FA;5.0;21:16.61;06:36.58;CLUB NAUTIQUE DE CHATEAU-GONTIER AVIRON;;;;EDOUARD BOULAY;ARTHUR ESNOL;PIERRE OLLIVIER-LAMARQUE;PAOLO SAUCET;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FA;6.0;21:20.33;;CLUB NAUTIQUE DE CHAMBERY LE BOURGET;;;;LEO BAUMEL;ANTOINE LAGOUGE;ANTOINE TRIBOUT;LOUIS MATHIEU KAMENI;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FB;7.0;21:58.12;06:26.55;AVIRON DECINOIS;;;;LOIC VIAL;LEO TIXIER;MATYS CARON;ENOAL SAINTOYANT;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FB;8.0;22:04.56;;SOCIETE NAUTIQUE DU PERREUX;;;;BAPTISTE HAUTIN;JULES CHABOISSIER;YOUENN MERAPPERE;OSKAR LIRAUD;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FB;9.0;22:38.48;;SOCIETE DES REGATES RENNAISES;;;;JULIEN BERNOT;TOBIAS BOUDON;CEDRIC JAFFREDO;MATHIEU RATEAU;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FB;10.0;23:53.07;;ROWING CLUB MARSEILLE;;;;ERIK FAVRO;THOMAS KOVACS;FRANCOIS BONZOM;ALEXANDRE BOUDINET;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FB;11.0;23:53.62;06:50.27;AVIRON DECINOIS;;;;TITOUAN FRETIER;ALEXANDRE PASTOR;LEO FRETIER;MATHIEU NEYRON;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4-;SENIORS;SH4-;6000;FB;12.0;24:30.13;;CLUB NAUTIQUE DE LIBOURNE 1876;;;;ELLIOT BASKA ZANFRETTA;LOU LAMBARDIN;MAXIME COLIN;MAXIME PAILLE;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FA;1.0;20:29.08;06:32.70;AVIRON UNION NAUTIQUE DE VILLEFRANCHE;;;;NOE BASSET;MAXIMILIEN CHERVET;EDDY COLAS;TOM POIREL;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FA;2.0;20:32.40;06:14.65;CLUB NAUTIQUE DE CHAMBERY LE BOURGET;;;;AUGUSTIN LENORMAND;MAXIME DUCRET;GAEL CHOCHEYRAS;PAUL MOSSER;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FA;3.0;20:43.00;;AVIRON STRASBOURG 1881;;;;JULIAN SEVOZ;ELIAS HATZENBERGER;CAMILLE FAIVRE-PILLIEN;NICOLAS BRAINI;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FA;4.0;20:49.61;06:26.65;AVIRON DECINOIS;;;;TIMÉO TIXIER;ARISTIDE SOUKEUR;MAXIME VICOT;PACÔME NOYER;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FA;5.0;21:16.21;;UNIVERSITE DE NANTES AVIRON;;;;DIMITRI BOLTZ;SEBASTIEN JUBE;ANTOINE LIEVRE CORMIER;ELLIOT LORTET;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FA;6.0;21:18.71;;BRESSOLS AVIRON CLUB;;;;HUGO CELEBRIN;MATTHIEU DESDOIT;ROEL KOUWENHOVEN;LEO PETIT;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FB;7.0;21:28.55;06:51.55;ENTENTE NAUTIQUE D'AIX-LES-BAINS AVIRON;;;;HUGO ENCRENAZ;MAXENCE SIBUT;QUENTIN VERDENAL;THOMAS VILLAIN;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FB;8.0;21:44.43;06:56.00;ROWING CLUB MARSEILLE;;;;RONAN DUPUIS;RAPHAEL BELEMI;VINCENT BOURDIN MARIANI;MALO AVELINE;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FB;9.0;21:51.57;;AVIRON SAINT-CASSIEN;;;;FACUNDO AGUILA;NATHAN NERI;VALENTIN LHUILLIER;RAPHAEL MOURGUES;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FB;10.0;21:57.29;07:10.73;AVIRON GRENOBLOIS;;;;ETHAN BECKER;SIMEON MARECHAL;KARL BIEGANSKI;NICOLAS HAVEN;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FB;11.0;22:03.91;;CHABLAIS AVIRON THONON;;;;LANDRY BOUSQUET;LOIC DUBRULLE;DAMIEN DUCRET;MARC BECHET;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FB;12.0;22:16.17;07:13.80;AVIRON MAJOLAN;;;;ELIE MIGUET;ALESSIO FERRARI;PIERRE-MALO GUIGAL;ULYSSE ROLLAND;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FC;13.0;22:43.39;;SOCIETE NAUTIQUE DU PERREUX;;;;SAMY ALLOUACHE;THOMAS BUARD;WILIAM HOARAU;ALEXANDRE TUFFIN;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FC;14.0;23:41.11;;BRESSOLS AVIRON CLUB;;;;HUGO DOUCET - GEOFFROY;FABIEN MARCHI;LOUIS PAUTHE;MAXENCE POUZERGUES;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FC;15.0;23:47.31;06:39.55;SPORT NAUTIQUE DE NANCY;;;;ALEXANDRE SCHAUT;JEAN PHILIPPE NAU;STEVEN MARTINS;ERWAN CORVELER;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FC;16.0;23:51.10;;AVIRON UNION NAUTIQUE DE LYON;;;;NICOLAS BESSET;COLIN DESLANDES;AURELIEN DESBOS;CEDRIC BOUVIER;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x;SENIORS;SH4x;6000;FC;17.0;26:41.62;08:01.67;AVIRON DIJONNAIS;;;;PIERRE GUILLEMENEY;ANTOINE PESLERBE;ANTOINE BILLOT;CLAIRE MONNET;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x FFSU;UNIVERSITAIRE;SH4x;6000;FA;1.0;22:40.15;;AS ISAE SUPAERO;;;;RAPHAEL SAPLAIROLES;ALEXANDRE MILLOT;AUGUSTO LONGHINI;NOLAN ALLEGRE;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x FFSU;UNIVERSITAIRE;SH4x;6000;FA;2.0;23:37.32;;CENTRALE NANTES;;;;LEONARD SEGUIN;THIBAULT PLANCKEEL;ALIX MAHE;MATHIS LEMAIRE--BERNARD;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x FFSU;UNIVERSITAIRE;SH4x;6000;FA;3.0;24:23.26;;AS ISAE SUPAERO;;;;HADRIEN NEVEU;JULES JALON;NATHAN BOCHARD;FRANCESCO ARDRIZZINI;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x FFSU;UNIVERSITAIRE;SH4x;6000;FA;4.0;24:41.43;;POLE LEONARD DE VINCI;;;;ARNAUD THIEBLIN;MAXIME RANNOU;NILS DUFOURMANTELLE;ROMAIN DUCLOS--SAUVAN;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x FFSU;UNIVERSITAIRE;SH4x;6000;FA;5.0;25:26.26;;CENTRALE NANTES;;;;MALO THUILLIER;LEO MONY;EDGAR LAPIERRE;LOUIS GADEYNE;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x FFSU;UNIVERSITAIRE;SH4x;6000;FA;6.0;27:41.49;;POLE LEONARD DE VINCI;;;;PAUL QUILBEUF;AUGUSTIN LEGROS;NATHAN HIRTZ;XUAN DOAN HUU;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x FFSU;UNIVERSITAIRE;SH4x;6000;FB;7.0;27:48.39;;CENTRALESUPELEC SPORT;;;;ARTHUR FILLON;KILLIAN FESTES;THOMAS JOURDIER;LUCAS BEAUMONT;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH4x FFSU;UNIVERSITAIRE;SH4x;6000;FB;8.0;29:50.67;;CENTRALE NANTES;;;;JULES SABLON DU CORAIL;AUGUSTIN JEAN LENOIR;AMAURY EPINEAU;THEOTIME DESROQUES;;;;;
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH8+;SENIORS;SH8+;6000;FA;1.0;19:33.49;;SOCIETE DES REGATES MACONNAISES;;;;HUGO DOUSSOT;NICOLAS STENDER;NATHAN GIVORT;THOMAS BUSSER;BAPTISTE POINTURIER;CLEMENT GONZALES;CONSTANT RYNGAERT;ROMAIN GAULTHIER;CHARLINE RENAUD
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH8+;SENIORS;SH8+;6000;FA;2.0;19:41.79;;CLUB NAUTIQUE DE CHAMBERY LE BOURGET;;;;LEO BAUMEL;ANTOINE LAGOUGE;MAXIME DUCRET;SAMUEL PIPET;ANTOINE TRIBOUT;LOUIS MATHIEU KAMENI;GAEL CHOCHEYRAS;PAUL MOSSER;APOLLINE BURGUND
2026;Mâcon;LONGUE DISTANCE;Championnats nationaux longue distance;SH8+;SENIORS;SH8+;6000;FA;3.0;20:18.08;;AVIRON MAJOLAN;;;;GABIN DESMOLLES;LEO DESMOLLES;JULIEN GADOUD;ULYSSE ROLLAND;LEON MARTIN;THOMAS MARCOS;VINCENT PINOIT;LOUIS MICHELI;ISABELLE PAILLET
