Année;Lieux;Discipline;Championnat;Code_Course;Catégorie;Embarcation;Distance;Finale;Position;Temps;Moyenne_Ergo_Bateau;Club1;Club2;Club3;Club4;Rameur1;Rameur2;Rameur3;Rameur4;Rameur5;Rameur6;Rameur7;Rameur8;Barreur
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;C4Yx+  SP;COLLEGE;C4Yx+;1000;FA;1.0;04:20.577;;COLLÈGE FRANÇOIS MITTERRAND-FENOUILLET;;;;CAMILLE BEDOUCH--GATTI;MILO BLAY;TIAGO FARTO JOFRE;KAYNA ANGELO;;;;;LOU MORENO
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;C4Yx+  SP;COLLEGE;C4Yx+;1000;FA;2.0;04:40.037;;COLLÈGE SAINT-CHARLES-CHALON-SUR-SAÔNE;;;;AGATHE BENOD;SILOË BELLAMY;ELÉA PATINIER;CONSTANCE BOITEAU;;;;;EMMY HUANG
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;C4Yx+  SP;COLLEGE;C4Yx+;1000;FA;3.0;04:46.887;;COLLÈGE FRANÇOIS MITTERRAND-FENOUILLET;;;;ANAIS BROCHET;LYLOU MADOUAS;ALICIA MOKRANE;ELFIE WALTER ROY;;;;;PACO RAMIREZ
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FA;1.0;03:56.794;;COLLÈGE ERNEST-JACQUES BARBOT-METZ;;;;ALYSSA DE SOUSA;ABIGAËLLE GOUTTIN;JEANNE PICARD;SHIMAN QIAN;;;;;HÉLOISE ROGER
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FA;1.0;04:20.577;;COLLÈGE FRANÇOIS MITTERRAND-FENOUILLET;;;;CAMILLE BEDOUCH--GATTI;MILO BLAY;TIAGO FARTO JOFRE;KAYNA ANGELO;;;;;LOU MORENO
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FA;2.0;04:00.134;;COLLÈGE LÉONARD DE VINCI-MONTAUROUX;;;;ALICIA DE GEITERE;MAELYS GABRIEL;LUCIE NIXON;CLOTILDE BEDEAU;;;;;RAPHAÊL MCKERNAN
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FA;3.0;04:00.682;;COLLÈGE PIERRE BROSSOLETTE-LE PERREUX-SUR-MARNE;;;;EGLANTINE DECAVELE;NINA PIERROT ZENANIK;MAXINE TURLIN;NICOLLE URSU;;;;;JULIEN GOFFINET
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FA;4.0;04:01.218;08:31.80;COLLÈGE BUVIGNIER-VERDUN;;;;MARGOT DOUCET;ALIX PETITCOLAS;LÉONIE CHENET;VALENTINE IAICHOUCHEN;;;;;LILOU HAROS
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FA;5.0;04:15.602;;COLLÈGE DE L'ÉPINE-NOVALAISE;;;;LEYNA DENAYER;INÈS DENAYER;ALICE POUPARD;LÉA GROS;;;;;PACOME MARMONIER
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FA;6.0;04:18.811;;COLLÈGE DE L'ALBE-ALBESTROFF;;;;LOUISE BOUR;LÉANA CLEMENT;JULIETTE GILLET;ANAÏS RASS;;;;;DIANE CHAMPENOIS
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FB;1.0;04:14.297;;COLLÈGE DE LA PASSEPIERRE-CHÂTEAU-SALINS;;;;LISA DORR;SOPHIE GOOSSENS;FANNY LOUE;CAMILLE MONSEL;;;;;MAELYA GEOFFROY
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FB;2.0;04:16.569;;COLLÈGE JEAN CHARCOT-JOINVILLE-LE-PONT;;;;KALI AMICO;NOÉMIE DURING;SARAH HAYTAYAN;JOHANNE LEFEVRE;;;;;ARIANE DEBERNARDI
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FB;3.0;04:19.510;;COLLÈGE JULES FERRY-JOINVILLE-LE-PONT;;;;LOUISE FOUILLADE;INES RINAUDO;CAMILLE ZELLER;SOFIA MEDJKOUNE;;;;;INES RUGGIERO
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FB;4.0;04:24.179;08:53.80;COLLÈGE GASTON DEFFERRE-MARSEILLE;;;;NINA KURKIEWICZ;LILA BRAHIMI;ROSE AUBIN;IRIS DUMAS;;;;;NINA SEMBEL RUDELLE
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FB;5.0;04:27.990;;COLLÈGE JEAN JAURÈS-BOURBOURG;;;;LILA MARTIN;SERENA SABATELLI;JADE TIRMACHE;LILOU VERSTAET;;;;;EUGÈNE SABAU
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FB;6.0;04:39.263;;COLLÈGE NOTRE-DAME LA SALLE-PONT-À-MOUSSON;;;;MAÉE BERRAUD;EDA GEYIK;SOFIA GUNGORMEZ;ADELINE PRUNIAUX;;;;;ALICE GROS
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FC;2.0;04:40.037;;COLLÈGE SAINT-CHARLES-CHALON-SUR-SAÔNE;;;;AGATHE BENOD;SILOË BELLAMY;ELÉA PATINIER;CONSTANCE BOITEAU;;;;;EMMY HUANG
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CF4Yx+;COLLEGE;CF4Yx+;1000;FC;3.0;04:46.887;;COLLÈGE FRANÇOIS MITTERRAND-FENOUILLET;;;;ANAIS BROCHET;LYLOU MADOUAS;ALICIA MOKRANE;ELFIE WALTER ROY;;;;;PACO RAMIREZ
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FA;1.0;03:42.410;;COLLÈGE LÉONARD DE VINCI-MONTAUROUX;;;;CAMILLE ARBIEU;BASTIEN BALCELLS;YOUNES HAMDI;ALARIC MARAGE COURTIN;;;;;NOÉLAN FOUCHE
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FA;2.0;03:46.004;;COLLÈGE PIERRE BROSSOLETTE-LE PERREUX-SUR-MARNE;;;;GARRIS GUERIN JALLET;GABIN JONIN;JOSHUA LADJ MOELON;NOAM NOURI;;;;;AKILAN JULES FERRY
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FA;3.0;03:47.272;07:48.40;COLLÈGE DE L'ÉPINE-NOVALAISE;;;;GABIN LABERGERIE;GABRIEL LIZAMBART;KAÎS MAURICE;LÉO PERRIER;;;;;MAÉ MELLAN LEGRAND
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FA;4.0;03:49.427;;COLLÈGE DE L'ALBE-ALBESTROFF;;;;MATHEO DEBEVE;LÉANDRE DOLISY;RÉMI FIEGEL;TOM STENGEL;;;;;LOUIS KOENIG
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FA;5.0;03:51.032;07:44.20;COLLÈGE GASTON DEFFERRE-MARSEILLE;;;;TIMEO IFRAH;LOUIS GUILLEVIC;THÉODORE TAILLADE;PAUL HENRI PATRIZI;;;;;MARIUS AFLALOU RIMBAUD
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FA;6.0;03:54.126;;COLLÈGE NOTRE-DAME LA SALLE-PONT-À-MOUSSON;;;;BENJAMIN CALAZEL;YOHAN DAVID STIRNEMANN;VICTORIEN DEMAY;SACHA MANGIN;;;;;THOMAS GENNESON
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FB;1.0;03:52.466;;COLLÈGE JEAN CHARCOT-JOINVILLE-LE-PONT;;;;ELIOTT FAUCHER;GABRIEL MAUPRIVEZ KIMMEL;RAYAN RACHEDI;LOUIS ROSSET;;;;;MARGOT LAVERGNE
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FB;2.0;03:54.119;;COLLÈGE DE LA PASSEPIERRE-CHÂTEAU-SALINS;;;;LUCAS AUCHET;FABIAN BRULFER;QUENTIN CALBA;PAUL PETITJEAN;;;;;JUSTIN ILLY
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FB;3.0;03:56.930;;COLLÈGE ERNEST-JACQUES BARBOT-METZ;;;;ALOÏS GALLAND;SACHA PATRITTI;ETHAN RITZ;ALBERT LAJOIE DISTEL;;;;;LYAH HORTH
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FB;4.0;04:02.316;;COLLÈGE BUVIGNIER-VERDUN;;;;CAMILLE LAURIER;CHARLIE LACROIX;ETAN MIGNOT-DESMEURS;DJIBRIL LAURENT;;;;;LOUISE BABLON
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FB;5.0;04:02.750;;COLLÈGE JULES FERRY-JOINVILLE-LE-PONT;;;;MATHIEU RINAUDO;PABLO FRIAUD;MILO GUITIERREZ;THEO CABRELLI;;;;;MATTÉO KOSTIC
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FB;6.0;04:03.375;08:09.87;COLLÈGE SAINT-CHARLES-CHALON-SUR-SAÔNE;;;;MORGAN BLANCHOT-DUVAL;GIANI GUIGUE;PABLO PELLETIER PENALVER;NESTA DONNET;;;;;CAPUCINE REMY MAROTINE
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FC;1.0;04:15.768;;COLLÈGE JEAN JAURÈS-BOURBOURG;;;;ENAEL MARTIN;RAPHAEL VERRAES;THÉO VERRAES;LUCAS PREVOST;;;;;LOLA DUBAIL
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CG4Yx+;COLLEGE;CG4Yx+;1000;FC;2.0;04:16.532;;COLLÈGE FRANÇOIS MITTERRAND-FENOUILLET;;;;CLARENCE ALLAIN;GRÉGOIRE DE LEMOS;SOAN WESSBERG;TIAGO FARTO JOFRE;;;;;ETHAN FOUGET
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FA;1.0;03:41.715;;COLLÈGE BUVIGNIER-VERDUN;;;;CLÉMENCE PASQUINI;CHLOÉ COURTOIS;ARTHUR COCHENET;EDOUARD VANDERBEKEN;;;;;ANTOINE HUSSON
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FA;2.0;03:43.669;;COLLÈGE DE LA PASSEPIERRE-CHÂTEAU-SALINS;;;;MILA NOTO;LOUISE VANESON;NOÉ CESAR;QUENTIN FRECHIN;;;;;ALEX DUVAL
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FA;3.0;03:48.875;;COLLÈGE LÉONARD DE VINCI-MONTAUROUX;;;;CHLOÉ BOUCHE;RONAN MANGIN;IRIS RENOUF;ARTHUR TORNIERI;;;;;MARGOT TURGNE
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FA;4.0;03:51.942;;COLLÈGE PIERRE BROSSOLETTE-LE PERREUX-SUR-MARNE;;;;ANNA BACON;LOUISE MARINIA MICHAUD;RAPHAEL PAREAU BELLAMY;ANTONI SAABAT;;;;;ROSE THIOLLAY
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FA;5.0;03:54.620;;COLLÈGE JULES FERRY-JOINVILLE-LE-PONT;;;;VADIM CORTEQUISSE;MELVIN BUSNEL;ENORA VAISSIE;HAZEL LOUZOUN LIDON;;;;;ALEXYS EUDELINE
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FA;6.0;04:00.762;;COLLÈGE SAINT-CHARLES-CHALON-SUR-SAÔNE;;;;VICTORIA FERNANDEZ CIMA;DIANA SERKEBAYEVA;THÉODORE ACKER;EMIR SERKEBAYEV;;;;;CHARLEN JEAN-BAPTISTE ADOLPHE
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FB;1.0;03:53.840;08:08.27;COLLÈGE DE L'ÉPINE-NOVALAISE;;;;EMMA HENRY;FAUSTINE GARDIEN;NICOLAS LAHACHE;LUCAS MIECH;;;;;SASHA LE CERF
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FB;2.0;03:55.627;;COLLÈGE ERNEST-JACQUES BARBOT-METZ;;;;JULIAN FIORUCCI;YANIS OUABICHE;HAMYNESS MUNONGO;SHERYL SANTOS GASPALDY;;;;;ELENA CAZES-MARTINES
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FB;3.0;04:05.617;08:30.15;COLLÈGE JEAN JAURÈS-BOURBOURG;;;;MAËLY CHARLEMAGNE;ELYAS NION;STELLAN NION;ALAIS VANHILLE;;;;;MAÉ CARPENTIER
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FB;4.0;04:09.836;;COLLÈGE DE L'ALBE-ALBESTROFF;;;;BASTIEN BRITSCHER;EMILIE LAGRANGE;LÉA SCHNEIDER;HUGO THISSE;;;;;ROBIN BRULLARD
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FB;5.0;04:12.216;;COLLÈGE JEAN CHARCOT-JOINVILLE-LE-PONT;;;;CHARLIE BONGIBAULT;MAELLE MOGNE MONDOMA;LUCIE MILESI;ZACHARIE PONCIN;;;;;ELIO TERRAS
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FB;6.0;04:13.496;;COLLÈGE GASTON DEFFERRE-MARSEILLE;;;;NOAM STOLERU OSTROWICZ;DANIEL CANO;CHARLOTTE MONNOT;ELISA AIT SLIMANE;;;;;ELISE PROUTEAU
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FC;1.0;04:14.042;;COLLÈGE FRANÇOIS MITTERRAND-FENOUILLET;;;;DOMINIC BERTHET;ELAIA BERTHONNEAU LABAT;ANGELINA LIPARI;ILLAN BUADES;;;;;LOU MORENO
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;CM4Yx+;COLLEGE;CM4Yx+;1000;FC;2.0;04:36.891;;COLLÈGE NOTRE-DAME LA SALLE-PONT-À-MOUSSON;;;;LILOU BERRAUD;IONA CURTO;VICTOR GROSSET;THEO MELIN;;;;;MILLIE FRANZETTI WISMACH
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LF4x/+;LYCEE;LF4x/+;1000;FA;1.0;03:27.231;07:51.97;LYCÉE ARTHUR VAROQUAUX-TOMBLAINE;;;;MARYAMA VOVAU;AXELLE ROSE;LUCIE CHIPOT;PÉNÉLOPE MONGIN;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LF4x/+;LYCEE;LF4x/+;1000;FA;2.0;03:32.207;07:42.57;LYCÉE POLYVALENT LOUIS ARMAND-CHAMBÉRY;;;;EMMA CHEVELARD;CAMILLE ROUCHOUZE;MARINE COTTIN;ELSA HUGUENIN;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LF4x/+;LYCEE;LF4x/+;1000;FA;3.0;03:36.342;08:11.23;LYCÉE JEAN-AUGUSTE MARGUERITTE-VERDUN;;;;MAËLLE FONTAINE;LILI-ROSE FORGET;JULIETTE PASQUINI;CLOTILDE BOUSSELET;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LF4x/+;LYCEE;LF4x/+;1000;FA;4.0;03:38.059;08:07.35;LYCÉE POLYVALENT LÉONARD DE VINCI-CALAIS;;;;LOUISE CEUGNIEZ;LALY LAVIEVILLE;ROMANE JOIGNEAUX;CLEMENCE FLENGHI;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LF4x/+;LYCEE;LF4x/+;1000;FA;5.0;03:46.619;08:10.73;LYCÉE POLYVALENT LOUIS ARMAND-VILLEFRANCHE-SUR-SAÔNE;;;;NOA CORGIER;COLINE GRAND;JOSÉPHINE MAREC VUILLEZ;ELSA NESME;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LF4x/+;LYCEE;LF4x/+;1000;FA;6.0;03:54.122;;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE VAUGELAS-CHAMBÉRY;;;;AUTANE RIDEL;ANAIS LEROUX;LÉA HERBST;LÉNA BUDNIK-CAHOREAU;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LF4x/+;LYCEE;LF4x/+;1000;FB;1.0;03:54.625;08:18.53;LYCÉE RÉGIONAL CÉSAR BALDACCINI-MARSEILLE;;;;EOWYN DUPUIS;LÉA REVERDY;ESTELLE ROMBAUT;ANASTASIJA SCEPANOVIC;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LF4x/+;LYCEE;LF4x/+;1000;FB;2.0;04:09.102;08:14.65;LYCÉE BERNARD PALISSY-AGEN;;;;MAHÉ GIRAUX;TIPPI KOLLROS;CHLOÉ LEFEBVRE;TIPHAINE WALLOIS;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LG4x/+;LYCEE;LG4x/+;1000;FA;1.0;03:02.291;06:36.27;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE VAUGELAS-CHAMBÉRY;;;;ACHILLE SIDOS;MAXENCE BALEYDIER;ARTHUR BARTH-BLANC;ARTHUR SPRINGER;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LG4x/+;LYCEE;LG4x/+;1000;FA;2.0;03:05.638;;LYCÉE POLYVALENT LOUIS ARMAND-VILLEFRANCHE-SUR-SAÔNE;;;;MATHIEU LERAT;LOUIS LAPEYRE;THIBAULT LEURS;THOMAS LEURS;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LG4x/+;LYCEE;LG4x/+;1000;FA;3.0;03:07.654;07:01.47;LYCÉE ARTHUR VAROQUAUX-TOMBLAINE;;;;TIMOTHEE CADOT;RAYAN SALQUE;PAUL SCHREIBER;CLEMENT SCHEER;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LG4x/+;LYCEE;LG4x/+;1000;FA;4.0;03:10.092;07:13.58;LYCÉE BERNARD PALISSY-AGEN;;;;EVENN CABALLERO;GABIN RAYSSAC;ANTOINE BRUNEAU;ANDREAS LAGNES;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LG4x/+;LYCEE;LG4x/+;1000;FA;5.0;03:10.236;06:46.25;LYCÉE POLYVALENT LOUIS ARMAND-CHAMBÉRY;;;;LEHYAN REGAZZI;MAXENCE RIQUOIR;IHSAN BAGHLOUL;THOMAS ARNAUD;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LG4x/+;LYCEE;LG4x/+;1000;FA;6.0;03:11.671;07:03.67;LYCÉE JEAN-AUGUSTE MARGUERITTE-VERDUN;;;;OSCAR BASTIEN;PAUL-VICTOR AUBRY;VICTOR LORRAIN;ARTHUR MODERE;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LG4x/+;LYCEE;LG4x/+;1000;FB;1.0;03:14.427;06:59.12;LYCÉE RÉGIONAL CÉSAR BALDACCINI-MARSEILLE;;;;LISANDRU FERRAGGIOLI;SOREN AVELINE;ULYSSE DUMAS;MOHAMED CHAOUIA;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LG4x/+;LYCEE;LG4x/+;1000;FB;2.0;03:34.800;07:41.05;LYCÉE POLYVALENT LÉONARD DE VINCI-CALAIS;;;;ELIOT ROELANTS;JARED LOTTE;LÉNY OLIVIER;BASTIEN THENARD DUVIVIER;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LM8+;LYCEE;LM8+;1000;FA;1.0;03:11.050;06:47.80;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE VAUGELAS-CHAMBÉRY;;;;AUTANE RIDEL;ANAIS LEROUX;LÉA HERBST;LÉNA BUDNIK-CAHOREAU;ACHILLE SIDOS;MAXENCE BALEYDIER;ROMAIN DUPONT;ARTHUR SPRINGER;ARTHUR BARTH-BLANC
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LM8+;LYCEE;LM8+;1000;FA;2.0;03:13.144;07:23.80;LYCÉE POLYVALENT LOUIS ARMAND-CHAMBÉRY;;;;EMMA CHEVELARD;CAMILLE ROUCHOUZE;MARINE COTTIN;ELSA HUGUENIN;LEHYAN REGAZZI;MAXENCE RIQUOIR;IHSAN BAGHLOUL;THOMAS ARNAUD;OCÉLIA GUILLEMOT ECK
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LM8+;LYCEE;LM8+;1000;FA;3.0;03:14.264;07:32.63;LYCÉE JEAN-AUGUSTE MARGUERITTE-VERDUN;;;;MAËLLE FONTAINE;LILI-ROSE FORGET;JULIETTE PASQUINI;CLOTILDE BOUSSELET;OSCAR BASTIEN;PAUL-VICTOR AUBRY;VICTOR LORRAIN;ARTHUR MODERE;LÉA CLEMENT
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LM8+;LYCEE;LM8+;1000;FA;4.0;03:15.282;07:49.22;LYCÉE POLYVALENT LOUIS ARMAND-VILLEFRANCHE-SUR-SAÔNE;;;;NOA CORGIER;COLINE GRAND;JOSÉPHINE MAREC VUILLEZ;ELSA NESME;MATTHIEU COLAS;LOUIS LAPEYRE;THIBAULT LEURS;THOMAS LEURS;RAPHAEL GARCIA
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LM8+;LYCEE;LM8+;1000;FA;5.0;03:15.897;07:26.72;LYCÉE ARTHUR VAROQUAUX-TOMBLAINE;;;;MARYAMA VOVAU;AXELLE ROSE;LUCIE CHIPOT;PÉNÉLOPE MONGIN;TIMOTHEE CADOT;RAYAN SALQUE;PAUL SCHREIBER;CLEMENT SCHEER;MARIE THOMAS
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LM8+;LYCEE;LM8+;1000;FA;6.0;03:37.335;07:36.29;LYCÉE RÉGIONAL CÉSAR BALDACCINI-MARSEILLE;;;;EOWYN DUPUIS;LÉA REVERDY;ESTELLE ROMBAUT;ANASTASIJA SCEPANOVIC;THOMAS MONNOT;SOREN AVELINE;ULYSSE DUMAS;MOHAMED CHAOUIA;LISANDRU FERRAGGIOLI
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LM8+;LYCEE;LM8+;1000;FB;1.0;03:32.831;07:58.58;LYCÉE POLYVALENT LÉONARD DE VINCI-CALAIS;;;;LOUISE CEUGNIEZ;LALY LAVIEVILLE;ROMANE JOIGNEAUX;CLEMENCE FLENGHI;ELIOT ROELANTS;JARED LOTTE;LÉNY OLIVIER;BASTIEN THENARD DUVIVIER;YANN BARROIS
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;LM8+;LYCEE;LM8+;1000;FB;2.0;03:40.080;07:33.93;LYCÉE BERNARD PALISSY-AGEN;;;;MAHÉ GIRAUX;TIPPI KOLLROS;CHLOÉ LEFEBVRE;TIPHAINE WALLOIS;EVENN CABALLERO;GABIN RAYSSAC;ANTOINE BRUNEAU;ANDREAS LAGNES;ESTEBAN QUENU-ROUSSEL
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;SF1x FFSU;UNIVERSITAIRE;SF1x;1000;FA;1.0;03:54.224;07:15.20;IPSA;;;;MAELYS DOURNAUX;;;;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;SF1x FFSU;UNIVERSITAIRE;SF1x;1000;FA;2.0;03:57.661;07:45.50;UNIVERSITE DE GRENOBLE;;;;JULIE MATHON;;;;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;SF1x FFSU;UNIVERSITAIRE;SF1x;1000;FA;3.0;04:02.947;07:24.80;IFEPS ANGERS;;;;OMBELINE POTTIER;;;;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;SF1x FFSU;UNIVERSITAIRE;SF1x;1000;FA;4.0;04:04.157;;UNIVERSITE PARIS 1;;;;JULIE EON;;;;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;SF1x FFSU;UNIVERSITAIRE;SF1x;1000;FA;5.0;04:04.182;;UNIVERSITE DE GRENOBLE;;;;AMINA SAIDI;;;;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;SF1x FFSU;UNIVERSITAIRE;SF1x;1000;FA;6.0;04:16.924;07:30.30;INSA ROUEN;;;;JUSTINE DIAS;;;;;;;;
2026;Pont-à-Mousson;UNSS/FFSU;Championnats de France UNSS et FFSU;SF1x FFSU;UNIVERSITAIRE;SF1x;1000;FB;1.0;04:15.752;;NANTES SPORT UNIVERSITE;;;;AXELLE LE DU;;;;;;;;
